riff_id,titulo,artista,estilo,nivel_1_5,bpm_practica_inicio,bpm_practica_objetivo,metrica,subdivisiones_por_compas,tonalidad,afinacion,sonido,tecnica_principal,comentario_practica,compases_utiles,tags,compas_01,compas_02,compas_03,compas_04,compas_05,compas_06,compas_07,compas_08,compas_09,compas_10,compas_11,compas_12,compas_13,compas_14,compas_15,compas_16
riff_v4_famous_047_in_bloom,In Bloom - riff principal,Nirvana,grunge,3,60,156,4/4,8,Bb,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"grunge,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.1(1-2);5.4(3-3);4.1(5-5);4.3(7-8),4.6(1-1);4.3(3-4);4.1(5-5);5.4(7-7);5.1(8-8),5.1(1-1);5.1(3-3);5.4(5-5);4.1(6-6);4.3(7-8),5.1(1-8),,,,,,,,,,,,
riff_v4_famous_048_lithium,Lithium - riff principal,Nirvana,grunge,3,55,124,4/4,8,D,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"grunge,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_049_breed,Breed - riff principal,Nirvana,grunge,3,70,160,4/4,8,F#m,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"grunge,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.2(1-2);6.5(3-3);5.2(5-5);5.4(7-8),5.7(1-1);5.4(3-4);5.2(5-5);6.5(7-7);6.2(8-8),6.2(1-1);6.2(3-3);6.5(5-5);5.2(6-6);5.4(7-8),6.2(1-8),,,,,,,,,,,,
riff_v4_famous_050_song_2,Song 2 - riff principal,Blur,britpop_rock,2,70,130,4/4,8,F#,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"britpop_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.2(1-2);5.4(3-4);5.6(5-6);5.4(7-8),5.2(1-2);5.4(3-4);5.7(5-6);5.4(7-8),6.2(1-1);6.4(3-3);6.5(5-5);5.4(7-8),6.2(1-8),,,,,,,,,,,,
riff_v4_famous_051_american_idiot,American Idiot - riff principal,Green Day,punk_rock,3,80,188,4/4,8,Ab,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.4(1-1,palm_mute);6.4(2-2,palm_mute);6.4(3-3,palm_mute);6.7(5-5);5.4(7-8)","6.4(1-1,palm_mute);6.4(2-2,palm_mute);5.6(3-4);5.5(5-5);5.4(6-6);6.4(7-8)","6.4(1-1,palm_mute);6.4(2-2,palm_mute);5.9(3-4);5.6(5-6);5.4(7-7);6.4(8-8)","6.4(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_052_basket_case,Basket Case - riff principal,Green Day,punk_rock,3,70,170,4/4,8,Eb,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.6(1-1,palm_mute);5.6(2-2,palm_mute);5.6(3-3,palm_mute);5.9(5-5);4.6(7-8)","5.6(1-1,palm_mute);5.6(2-2,palm_mute);4.8(3-4);4.7(5-5);4.6(6-6);5.6(7-8)","5.6(1-1,palm_mute);5.6(2-2,palm_mute);4.11(3-4);4.8(5-6);4.6(7-7);5.6(8-8)","5.6(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_053_when_i_come_around,When I Come Around - riff principal,Green Day,punk_rock,2,60,98,4/4,8,F#,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.2(1-1,palm_mute);6.2(2-2,palm_mute);6.2(3-3,palm_mute);6.5(5-5);5.2(7-8)","6.2(1-1,palm_mute);6.2(2-2,palm_mute);5.4(3-4);5.3(5-5);5.2(6-6);6.2(7-8)","6.2(1-1,palm_mute);6.2(2-2,palm_mute);5.7(3-4);5.4(5-6);5.2(7-7);6.2(8-8)","6.2(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_054_holiday,Holiday - riff principal,Green Day,punk_rock,3,60,147,4/4,8,Fm,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.1(1-1,palm_mute);6.1(2-2,palm_mute);6.1(3-3,palm_mute);6.4(5-5);5.1(7-8)","6.1(1-1,palm_mute);6.1(2-2,palm_mute);5.3(3-4);5.2(5-5);5.1(6-6);6.1(7-8)","6.1(1-1,palm_mute);6.1(2-2,palm_mute);5.6(3-4);5.3(5-6);5.1(7-7);6.1(8-8)","6.1(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_055_last_nite,Last Nite - riff principal,The Strokes,indie_rock,2,70,104,4/4,8,C,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);4.5(3-4);4.7(5-6);4.5(7-8),4.3(1-2);4.5(3-4);4.8(5-6);4.5(7-8),5.3(1-1);5.5(3-3);5.6(5-5);4.5(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_056_reptilia,Reptilia - riff principal,The Strokes,indie_rock,4,60,158,4/4,8,Bm,EADGBE,clean_crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.2(1-2);4.4(3-4);4.6(5-6);4.4(7-8),4.2(1-2);4.4(3-4);4.7(5-6);4.4(7-8),5.2(1-1);5.4(3-3);5.5(5-5);4.4(7-8),5.2(1-8),,,,,,,,,,,,
riff_v4_famous_057_sex_on_fire,Sex on Fire - riff principal,Kings of Leon,indie_rock,3,60,153,4/4,8,E,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);5.2(3-4);5.4(5-6);5.2(7-8),5.0(1-2);5.2(3-4);5.5(5-6);5.2(7-8),6.0(1-1);6.2(3-3);6.3(5-5);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_058_take_me_out,Take Me Out - riff principal,Franz Ferdinand,indie_rock,3,70,104,4/4,8,Em,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);5.2(3-4);5.4(5-6);5.2(7-8),5.0(1-2);5.2(3-4);5.5(5-6);5.2(7-8),6.0(1-1);6.2(3-3);6.3(5-5);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_059_plug_in_baby,Plug In Baby - riff principal,Muse,alt_rock,5,60,136,4/4,8,Bm,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.2(1-2);5.5(3-3);4.2(5-5);4.4(7-8),4.7(1-1);4.4(3-4);4.2(5-5);5.5(7-7);5.2(8-8),5.2(1-1);5.2(3-3);5.5(5-5);4.2(6-6);4.4(7-8),5.2(1-8),,,,,,,,,,,,
riff_v4_famous_060_uprising,Uprising - riff principal,Muse,alt_rock,3,60,128,4/4,8,Dm,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_061_psycho_muse,Psycho - riff principal,Muse,alt_metal,4,60,125,4/4,8,D,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.5(1-1,palm_mute);5.5(2-2,palm_mute);5.5(3-3,palm_mute);5.8(5-5);4.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.7(3-4);4.6(5-5);4.5(6-6);5.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.10(3-4);4.7(5-6);4.5(7-7);5.5(8-8)","5.5(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_062_do_i_wanna_know,Do I Wanna Know - riff principal,Arctic Monkeys,indie_rock,3,60,85,4/4,8,Gm,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);5.5(3-4);5.7(5-6);5.5(7-8),5.3(1-2);5.5(3-4);5.8(5-6);5.5(7-8),6.3(1-1);6.5(3-3);6.6(5-5);5.5(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_063_r_u_mine,R U Mine - riff principal,Arctic Monkeys,indie_rock,4,70,98,4/4,8,F#m,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"indie_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.2(1-2);5.4(3-4);5.6(5-6);5.4(7-8),5.2(1-2);5.4(3-4);5.7(5-6);5.4(7-8),6.2(1-1);6.4(3-3);6.5(5-5);5.4(7-8),6.2(1-8),,,,,,,,,,,,
riff_v4_famous_064_lonely_boy,Lonely Boy - riff principal,The Black Keys,blues_rock,3,70,168,4/4,8,E,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-1);6.3(3-3);5.0(5-5);5.1(6-6);5.2(7-8),5.5(1-2);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-2);5.0(3-4);5.2(5-6);5.5(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_065_tighten_up,Tighten Up - riff principal,The Black Keys,blues_rock,3,60,108,4/4,8,F#m,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.2(1-1);6.5(3-3);5.2(5-5);5.3(6-6);5.4(7-8),5.7(1-2);5.4(3-4);5.2(5-5);6.5(7-7);6.2(8-8),6.2(1-2);5.2(3-4);5.4(5-6);5.7(7-8),6.2(1-8),,,,,,,,,,,,
riff_v4_famous_066_no_one_knows,No One Knows - riff principal,Queens of the Stone Age,desert_rock,4,60,170,4/4,8,C,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"desert_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);5.6(3-3);4.3(5-5);4.5(7-8),4.8(1-1);4.5(3-4);4.3(5-5);5.6(7-7);5.3(8-8),5.3(1-1);5.3(3-3);5.6(5-5);4.3(6-6);4.5(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_067_go_with_the_flow,Go With the Flow - riff principal,Queens of the Stone Age,desert_rock,3,70,159,4/4,8,C,EADGBE,fuzz,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"desert_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);5.6(3-3);4.3(5-5);4.5(7-8),4.8(1-1);4.5(3-4);4.3(5-5);5.6(7-7);5.3(8-8),5.3(1-1);5.3(3-3);5.6(5-5);4.3(6-6);4.5(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_068_everlong,Everlong - riff principal,Foo Fighters,alt_rock,4,70,158,4/4,8,D,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_069_learn_to_fly,Learn to Fly - riff principal,Foo Fighters,alt_rock,2,60,136,4/4,8,B,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.2(1-2);5.5(3-3);4.2(5-5);4.4(7-8),4.7(1-1);4.4(3-4);4.2(5-5);5.5(7-7);5.2(8-8),5.2(1-1);5.2(3-3);5.5(5-5);4.2(6-6);4.4(7-8),5.2(1-8),,,,,,,,,,,,
riff_v4_famous_070_all_the_small_things,All the Small Things - riff principal,blink-182,punk_pop,2,80,148,4/4,8,C,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_pop,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,palm_mute);5.3(2-2,palm_mute);5.3(3-3,palm_mute);5.6(5-5);4.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.5(3-4);4.4(5-5);4.3(6-6);5.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.8(3-4);4.5(5-6);4.3(7-7);5.3(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_071_dammit,Dammit - riff principal,blink-182,punk_pop,3,70,215,4/4,8,C,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_pop,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,palm_mute);5.3(2-2,palm_mute);5.3(3-3,palm_mute);5.6(5-5);4.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.5(3-4);4.4(5-5);4.3(6-6);5.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.8(3-4);4.5(5-6);4.3(7-7);5.3(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_072_californication,Californication - riff principal,Red Hot Chili Peppers,alt_rock,3,60,96,4/4,8,Am,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_073_otherside,Otherside - riff principal,Red Hot Chili Peppers,alt_rock,2,60,123,4/4,8,Am,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_074_cant_stop,Can’t Stop - riff principal,Red Hot Chili Peppers,funk_rock,4,70,92,4/4,8,Em,EADGBE,clean_crunch,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,staccato);4.2(3-3,staccato);5.5(4-4);5.2(6-6);6.0(8-8)","6.0(1-1);6.0(3-3,staccato);5.2(4-4);5.5(6-6);4.2(7-7);6.0(8-8)","6.0(1-1,staccato);5.2(3-3);5.5(4-4);4.2(6-6);5.5(7-7);5.2(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_075_scar_tissue,Scar Tissue - riff principal,Red Hot Chili Peppers,alt_rock,3,60,90,4/4,8,F,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.1(1-2);6.4(3-3);5.1(5-5);5.3(7-8),5.6(1-1);5.3(3-4);5.1(5-5);6.4(7-7);6.1(8-8),6.1(1-1);6.1(3-3);6.4(5-5);5.1(6-6);5.3(7-8),6.1(1-8),,,,,,,,,,,,
riff_v4_famous_076_snow_hey_oh,Snow Hey Oh - riff principal,Red Hot Chili Peppers,funk_rock,5,50,104,4/4,8,G#m,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.4(1-1,staccato);4.6(3-3,staccato);5.9(4-4);5.6(6-6);6.4(8-8)","6.4(1-1);6.4(3-3,staccato);5.6(4-4);5.9(6-6);4.6(7-7);6.4(8-8)","6.4(1-1,staccato);5.6(3-3);5.9(4-4);4.6(6-6);5.9(7-7);5.6(8-8)","6.4(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_077_paperback_writer,Paperback Writer - riff principal,The Beatles,rock,3,60,160,4/4,8,G,EADGBE,clean_crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);6.6(3-3);5.3(5-5);5.5(7-8),5.8(1-1);5.5(3-4);5.3(5-5);6.6(7-7);6.3(8-8),6.3(1-1);6.3(3-3);6.6(5-5);5.3(6-6);5.5(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_078_helter_skelter,Helter Skelter - riff principal,The Beatles,hard_rock,3,60,132,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_079_taxman,Taxman - riff principal,The Beatles,rock,3,60,132,4/4,8,D,EADGBE,clean_crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_080_another_brick,Another Brick in the Wall - riff principal,Pink Floyd,rock,2,60,104,4/4,8,Dm,EADGBE,clean,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_081_wish_you_were_here,Wish You Were Here - riff principal,Pink Floyd,folk_rock,3,50,122,4/4,8,G,EADGBE,acustica,pua_alterna,Frase reconocible y loopable; incluye cierre para que no quede colgada al reproducir una vez.,3,"folk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto,loop_natural",6.3(1-1);5.5(3-3);4.5(5-5);5.5(7-7),6.6(1-1);5.5(3-3);4.5(5-6);5.5(7-8),6.3(1-8),,,,,,,,,,,,,
riff_v4_famous_082_the_chain,The Chain - riff principal,Fleetwood Mac,rock,3,60,152,4/4,8,Em,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_083_sweet_dreams,Sweet Dreams - riff principal,Eurythmics,synth_pop,2,60,126,4/4,8,Cm,EADGBE,clean,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"synth_pop,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);4.5(3-4);4.7(5-6);4.5(7-8),4.3(1-2);4.5(3-4);4.8(5-6);4.5(7-8),5.3(1-1);5.5(3-3);5.6(5-5);4.5(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_084_tainted_love,Tainted Love - riff principal,Soft Cell,synth_pop,2,60,144,4/4,8,Gm,EADGBE,clean,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"synth_pop,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);5.5(3-4);5.7(5-6);5.5(7-8),5.3(1-2);5.5(3-4);5.8(5-6);5.5(7-8),6.3(1-1);6.5(3-3);6.6(5-5);5.5(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_085_superstition,Superstition - riff principal,Stevie Wonder,funk,4,60,100,4/4,8,Eb,EADGBE,clean_funk,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.6(1-1,staccato);3.8(3-3,staccato);4.11(4-4);4.8(6-6);5.6(8-8)","5.6(1-1);5.6(3-3,staccato);4.8(4-4);4.11(6-6);3.8(7-7);5.6(8-8)","5.6(1-1,staccato);4.8(3-3);4.11(4-4);3.8(6-6);4.11(7-7);4.8(8-8)","5.6(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_086_play_that_funky_music,Play That Funky Music - riff principal,Wild Cherry,funk_rock,3,70,110,4/4,8,E,EADGBE,clean_funk,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"funk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,staccato);4.2(3-3,staccato);5.5(4-4);5.2(6-6);6.0(8-8)","6.0(1-1);6.0(3-3,staccato);5.2(4-4);5.5(6-6);4.2(7-7);6.0(8-8)","6.0(1-1,staccato);5.2(3-3);5.5(4-4);4.2(6-6);5.5(7-7);5.2(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_087_le_freak,Le Freak - riff principal,Chic,disco_funk,3,70,119,4/4,8,Am,EADGBE,clean_funk,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"disco_funk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,staccato);3.2(3-3,staccato);4.5(4-4);4.2(6-6);5.0(8-8)","5.0(1-1);5.0(3-3,staccato);4.2(4-4);4.5(6-6);3.2(7-7);5.0(8-8)","5.0(1-1,staccato);4.2(3-3);4.5(4-4);3.2(6-6);4.5(7-7);4.2(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_088_good_times,Good Times - riff principal,Chic,disco_funk,3,70,110,4/4,8,Em,EADGBE,clean_funk,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"disco_funk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,staccato);4.2(3-3,staccato);5.5(4-4);5.2(6-6);6.0(8-8)","6.0(1-1);6.0(3-3,staccato);5.2(4-4);5.5(6-6);4.2(7-7);6.0(8-8)","6.0(1-1,staccato);5.2(3-3);5.5(4-4);4.2(6-6);5.5(7-7);5.2(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_089_psycho_killer,Psycho Killer - riff principal,Talking Heads,new_wave,2,70,124,4/4,8,Am,EADGBE,clean,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"new_wave,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);4.2(3-4);4.4(5-6);4.2(7-8),4.0(1-2);4.2(3-4);4.5(5-6);4.2(7-8),5.0(1-1);5.2(3-3);5.3(5-5);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_090_message_in_a_bottle,Message in a Bottle - riff principal,The Police,new_wave,4,60,152,4/4,8,C#m,EADGBE,clean_chorus,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"new_wave,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.4(1-2);4.6(3-4);4.8(5-6);4.6(7-8),4.4(1-2);4.6(3-4);4.9(5-6);4.6(7-8),5.4(1-1);5.6(3-3);5.7(5-5);4.6(7-8),5.4(1-8),,,,,,,,,,,,
riff_v4_famous_091_every_breath_you_take,Every Breath You Take - riff principal,The Police,new_wave,4,50,117,4/4,8,Ab,EADGBE,clean_chorus,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"new_wave,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.4(1-2);5.6(3-4);5.8(5-6);5.6(7-8),5.4(1-2);5.6(3-4);5.9(5-6);5.6(7-8),6.4(1-1);6.6(3-3);6.7(5-5);5.6(7-8),6.4(1-8),,,,,,,,,,,,
riff_v4_famous_092_sunday_bloody_sunday,Sunday Bloody Sunday - riff principal,U2,rock,3,60,100,4/4,8,Bm,EADGBE,clean_delay,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.2(1-2);5.5(3-3);4.2(5-5);4.4(7-8),4.7(1-1);4.4(3-4);4.2(5-5);5.5(7-7);5.2(8-8),5.2(1-1);5.2(3-3);5.5(5-5);4.2(6-6);4.4(7-8),5.2(1-8),,,,,,,,,,,,
